Metric,VIX9D,VIX,VIX3M,VIX6M,VIX1Y,F,M,B,L
8/14/2013,13.28,13.04,15.24,16.94,19.29,1.018400,0.855600,0.769800,0.676000
8/15/2013,16.43,14.73,16.24,17.59,19.79,1.115400,0.907000,0.837400,0.744300
8/16/2013,15.71,14.37,15.94,17.38,19.73,1.093200,0.901500,0.826800,0.728300
8/19/2013,15.49,15.1,16.4,17.68,19.8,1.025800,0.920700,0.854100,0.762600
8/20/2013,14.27,14.91,16.31,17.55,19.74,0.957100,0.914200,0.849600,0.755300
8/21/2013,15.21,15.94,16.79,17.91,19.81,0.954200,0.949400,0.890000,0.804600
8/22/2013,12.99,14.76,15.99,17.35,19.49,0.880100,0.923100,0.850700,0.757300
8/23/2013,11.82,13.98,15.55,17.06,19.25,0.845500,0.899000,0.819500,0.726200
8/26/2013,13.93,14.99,16.21,17.5,19.5,0.929300,0.924700,0.856600,0.768700
8/27/2013,16.04,16.77,17.68,18.69,20.47,0.956500,0.948500,0.897300,0.819200
8/28/2013,15.47,16.49,17.62,18.76,20.68,0.938100,0.935900,0.879000,0.797400
8/29/2013,15.41,16.81,17.9,18.96,20.9,0.916700,0.939100,0.886600,0.804300
8/30/2013,15.87,17.01,18.05,19.18,20.95,0.933000,0.942400,0.886900,0.811900
9/3/2013,15.97,16.61,17.64,18.75,20.72,0.961500,0.941600,0.885900,0.801600
9/4/2013,14.28,15.88,17.3,18.41,20.55,0.899200,0.917900,0.862600,0.772700
9/5/2013,14.38,15.77,17.14,18.38,20.63,0.911900,0.920100,0.858000,0.764400
9/6/2013,14.57,15.85,17.17,18.34,20.53,0.919200,0.923100,0.864200,0.772000
9/9/2013,15.01,15.63,16.83,17.95,20.22,0.960300,0.928700,0.870800,0.773000
9/10/2013,13.35,14.53,16.11,17.42,19.78,0.918800,0.901900,0.834100,0.734600
9/11/2013,12.31,13.82,15.61,16.97,19.43,0.890700,0.885300,0.814400,0.711300
9/12/2013,13.03,14.29,15.85,17.18,19.53,0.911800,0.901600,0.831800,0.731700
9/13/2013,12.6,14.16,15.7,17.13,19.4,0.889800,0.901900,0.826600,0.729900
9/16/2013,14.04,14.38,15.58,16.99,19.23,0.976400,0.923000,0.846400,0.747800
9/17/2013,14.49,14.53,15.66,17.01,19.23,0.997200,0.927800,0.854200,0.755600
9/18/2013,13.4,13.59,15.18,16.62,19,0.986000,0.895300,0.817700,0.715300
9/19/2013,12.03,13.16,15.02,16.6,19.12,0.914100,0.876200,0.792800,0.688300
9/20/2013,12.42,13.12,15.32,17.04,19.47,0.946600,0.856400,0.770000,0.673900
9/23/2013,13.97,14.31,15.92,17.28,19.18,0.976200,0.898900,0.828100,0.746100
9/24/2013,13.75,14.08,15.64,17.14,19.16,0.976600,0.900300,0.821500,0.734900
9/25/2013,13.79,14.01,15.56,17.02,19.1,0.984300,0.900400,0.823100,0.733500
9/26/2013,14.12,14.06,15.41,16.9,18.94,1.004300,0.912400,0.832000,0.742300
9/27/2013,16.22,15.46,16.04,17.3,19.32,1.049200,0.963800,0.893600,0.800200
9/30/2013,17.73,16.6,16.8,18.09,19.58,1.068100,0.988100,0.917600,0.847800
10/1/2013,14.67,15.54,16.13,17.37,19.33,0.944000,0.963400,0.894600,0.803900
10/2/2013,15.81,16.6,16.81,17.79,19.56,0.952400,0.987500,0.933100,0.848700
10/3/2013,17.58,17.67,17.7,18.45,20.05,0.994900,0.998300,0.957700,0.881300
10/4/2013,16.62,16.74,17.21,18.08,19.84,0.992800,0.972700,0.925900,0.843800
10/7/2013,20.18,19.41,19.07,19.67,20.63,1.039700,1.017800,0.986800,0.940900
10/8/2013,21.87,20.34,19.84,20.15,21.15,1.075200,1.025200,1.009400,0.961700
10/9/2013,20.39,19.6,19.29,19.97,20.96,1.040300,1.016100,0.981500,0.935100
10/10/2013,17.34,16.48,17.21,18.23,19.89,1.052200,0.957600,0.904000,0.828600
10/11/2013,16.8,15.72,16.57,17.8,19.47,1.068700,0.948700,0.883100,0.807400
10/14/2013,19.1,16.07,16.92,17.9,19.56,1.188600,0.949800,0.897800,0.821600
10/15/2013,23.54,18.66,18.41,19.14,20.18,1.261500,1.013600,0.974900,0.924700
10/16/2013,16.18,14.71,16.26,17.71,19.46,1.099900,0.904700,0.830600,0.755900
10/17/2013,12.93,13.48,15.44,16.91,18.91,0.959200,0.873100,0.797200,0.712900
10/18/2013,12.91,13.04,14.92,16.37,18.63,0.990000,0.874000,0.796600,0.699900
10/21/2013,12.79,13.16,15.14,16.54,18.66,0.971900,0.869200,0.795600,0.705300
10/22/2013,12.73,13.33,15.02,16.61,18.69,0.955000,0.887500,0.802500,0.713200
10/23/2013,12.37,13.42,15.11,16.71,18.85,0.921800,0.888200,0.803100,0.711900
10/24/2013,11.95,13.2,14.9,16.53,18.64,0.905300,0.885900,0.798500,0.708200
10/25/2013,11.59,13.09,14.87,16.5,18.67,0.885400,0.880300,0.793300,0.701100
10/28/2013,12.03,13.31,14.87,16.61,18.64,0.903800,0.895100,0.801300,0.714100
10/29/2013,12.57,13.41,15.03,16.74,18.64,0.937400,0.892200,0.801100,0.719400
10/30/2013,12.98,13.65,15.13,16.83,18.91,0.950900,0.902200,0.811100,0.721800
10/31/2013,12.62,13.75,15.25,16.87,18.85,0.917800,0.901600,0.815100,0.729400
11/1/2013,12.1,13.28,15.06,16.96,18.82,0.911100,0.881800,0.783000,0.705600
11/4/2013,11.81,12.93,14.68,16.76,18.65,0.913400,0.880800,0.771500,0.693300
11/5/2013,12.14,13.27,14.92,16.94,18.86,0.914800,0.889400,0.783400,0.703600
11/6/2013,11.61,12.67,14.66,16.77,18.7,0.916300,0.864300,0.755500,0.677500
11/7/2013,13.19,13.91,15.36,17.27,19.05,0.948200,0.905600,0.805400,0.730200
11/8/2013,11.97,12.9,14.63,16.71,18.62,0.927900,0.881700,0.772000,0.692800
11/11/2013,12.63,12.53,14.73,16.8,18.72,1.008000,0.850600,0.745800,0.669300
11/12/2013,13.02,12.82,14.88,16.97,19.01,1.015600,0.861600,0.755500,0.674400
11/13/2013,12.75,12.52,14.83,17.02,19.04,1.018400,0.844200,0.735600,0.657600
11/14/2013,11.69,12.37,14.88,17.01,18.91,0.945000,0.831300,0.727200,0.654200
11/15/2013,11.16,12.19,14.8,16.91,19.03,0.915500,0.823600,0.720900,0.640600
11/18/2013,11.8,13.1,14.93,17.08,19.08,0.900800,0.877400,0.767000,0.686600
11/19/2013,11.87,13.39,15.25,17.38,19.4,0.886500,0.878000,0.770400,0.690200
11/20/2013,12.03,13.4,14.99,17.21,19.26,0.897800,0.893900,0.778600,0.695700
11/21/2013,10.71,12.66,14.52,16.77,18.88,0.846000,0.871900,0.754900,0.670600
11/22/2013,10.34,12.26,14.15,16.42,18.62,0.843400,0.866400,0.746700,0.658400
11/25/2013,11.52,12.79,14.43,16.62,18.75,0.900700,0.886300,0.769600,0.682100
11/26/2013,11.55,12.81,14.55,16.68,18.68,0.901600,0.880400,0.768000,0.685800
11/27/2013,11.66,12.98,14.6,16.65,18.66,0.898300,0.889000,0.779600,0.695600
11/29/2013,13.59,13.7,15.03,16.86,18.75,0.992000,0.911500,0.812600,0.730700
12/2/2013,14.3,14.23,15.19,17.05,18.91,1.004900,0.936800,0.834600,0.752500
12/3/2013,14.68,14.55,15.49,17.27,19.1,1.008900,0.939300,0.842500,0.761800
12/4/2013,14.71,14.7,15.57,17.3,19.14,1.000700,0.944100,0.849700,0.768000
12/5/2013,15.42,15.08,15.78,17.32,19.13,1.022500,0.955600,0.870700,0.788300
12/6/2013,12.7,13.79,14.95,16.61,18.55,0.921000,0.922400,0.830200,0.743400
12/9/2013,13.52,13.49,14.93,16.58,18.46,1.002200,0.903500,0.813600,0.730800
12/10/2013,14.65,13.91,15.22,16.75,18.6,1.053200,0.913900,0.830400,0.747800
12/11/2013,17.36,15.42,15.99,17.31,19.12,1.125800,0.964400,0.890800,0.806500
12/12/2013,16.61,15.54,16.12,17.36,19.1,1.068900,0.964000,0.895200,0.813600
12/13/2013,17.23,15.76,16.27,17.51,19.22,1.093300,0.968700,0.900100,0.820000
12/16/2013,17.12,16.03,16.39,17.68,19.38,1.068000,0.978000,0.906700,0.827100
12/17/2013,17.06,16.21,16.5,17.7,19.46,1.052400,0.982400,0.915800,0.833000
12/18/2013,12.95,13.8,14.99,16.67,18.7,0.938400,0.920600,0.827800,0.738000
12/19/2013,12.78,14.15,15.28,16.88,18.82,0.903200,0.926000,0.838300,0.751900
12/20/2013,12.73,13.79,15.01,16.63,18.75,0.923100,0.918700,0.829200,0.735500
12/23/2013,12.23,13.04,14.52,16.37,18.35,0.937900,0.898100,0.796600,0.710600
12/24/2013,11.11,12.48,14.24,16.12,18.21,0.890200,0.876400,0.774200,0.685300
12/26/2013,10.92,12.33,14.03,16.03,18.16,0.885600,0.878800,0.769200,0.679000
12/27/2013,11.48,12.46,13.98,16.05,18.07,0.921300,0.891300,0.776300,0.689500
12/30/2013,12.99,13.56,14.77,16.46,18.34,0.958000,0.918100,0.823800,0.739400
12/31/2013,13.75,13.72,14.77,16.31,18.25,1.002200,0.928900,0.841200,0.751800
1/2/2014,13.83,14.23,15.26,16.74,18.43,0.971900,0.932500,0.850100,0.772100
1/3/2014,12.17,13.76,15.09,16.68,18.44,0.884400,0.911900,0.824900,0.746200
1/6/2014,12.51,13.55,14.82,16.46,18.29,0.923200,0.914300,0.823200,0.740800
1/7/2014,11.57,12.92,14.41,15.98,17.91,0.895500,0.896600,0.808500,0.721400
1/8/2014,11.62,12.87,14.29,15.94,17.96,0.902900,0.900600,0.807400,0.716600
1/9/2014,11.75,12.89,14.29,16.12,17.87,0.911600,0.902000,0.799600,0.721300
1/10/2014,9.97,12.14,13.94,15.7,17.68,0.821300,0.870900,0.773200,0.686700
1/13/2014,13.09,13.28,14.98,16.42,18.19,0.985700,0.886500,0.808800,0.730100
1/14/2014,11.31,12.28,14.49,16.14,17.87,0.921000,0.847500,0.760800,0.687200
1/15/2014,10.64,12.28,14.46,16.1,17.82,0.866400,0.849200,0.762700,0.689100
1/16/2014,11.09,12.53,14.69,16.35,18.3,0.885100,0.853000,0.766400,0.684700
1/17/2014,11.46,12.44,14.63,16.34,18.24,0.921200,0.850300,0.761300,0.682000
1/21/2014,12.46,12.87,14.62,16.22,17.99,0.968100,0.880300,0.793500,0.715400
1/22/2014,12.3,12.84,14.47,16.14,17.91,0.957900,0.887400,0.795500,0.716900
1/23/2014,14.21,13.77,14.98,16.37,18.11,1.032000,0.919200,0.841200,0.760400
1/24/2014,20.84,18.14,17.4,18.18,19.16,1.148800,1.042500,0.997800,0.946800
1/27/2014,19.04,17.42,17.13,18,19.08,1.093000,1.016900,0.967800,0.913000
1/28/2014,17.29,15.8,16.2,17.28,18.74,1.094300,0.975300,0.914400,0.843100
1/29/2014,19.4,17.35,17.24,18,19.12,1.118200,1.006400,0.963900,0.907400
1/30/2014,17.95,17.29,17.37,18.03,19.09,1.038200,0.995400,0.959000,0.905700
1/31/2014,19.32,18.41,18.09,18.63,19.43,1.049400,1.017700,0.988200,0.947500
2/3/2014,23.95,21.44,20.14,20.14,20.71,1.117100,1.064500,1.064500,1.035200
2/4/2014,20.37,19.11,19.08,19.53,20.33,1.065900,1.001600,0.978500,0.940000
2/5/2014,21.3,19.95,19.67,20.04,20.69,1.067700,1.014200,0.995500,0.964200
2/6/2014,18.67,17.23,17.79,18.69,19.83,1.083600,0.968500,0.921900,0.868900
2/7/2014,14.51,15.29,16.34,17.55,19.2,0.949000,0.935700,0.871200,0.796400
2/10/2014,14.22,15.26,16.32,17.44,18.97,0.931800,0.935000,0.875000,0.804400
2/11/2014,13.04,14.51,15.75,17.02,18.56,0.898700,0.921300,0.852500,0.781800
2/12/2014,12.67,14.3,15.65,16.95,18.49,0.886000,0.913700,0.843700,0.773400
2/13/2014,12.06,14.14,15.5,16.85,18.45,0.852900,0.912300,0.839200,0.766400
2/14/2014,10.84,13.57,15.17,16.55,18.43,0.798800,0.894500,0.819900,0.736300
2/18/2014,12.18,13.87,15.22,16.54,18.17,0.878200,0.911300,0.838600,0.763300
2/19/2014,13.9,15.5,16.29,17.24,18.8,0.896800,0.951500,0.899100,0.824500
2/20/2014,13.25,14.79,15.72,16.84,18.38,0.895900,0.940800,0.878300,0.804700
2/21/2014,13.04,14.68,15.64,16.73,18.37,0.888300,0.938600,0.877500,0.799100
2/24/2014,13.55,14.23,15.5,16.59,18.2,0.952200,0.918100,0.857700,0.781900
2/25/2014,12.86,13.67,15.5,16.64,18.16,0.940700,0.881900,0.821500,0.752800
2/26/2014,13.27,14.35,15.91,16.97,18.53,0.924700,0.901900,0.845600,0.774400
2/27/2014,12.42,14.04,15.63,16.72,18.39,0.884600,0.898300,0.839700,0.763500
2/28/2014,13.03,14,15.8,16.86,18.42,0.930700,0.886100,0.830400,0.760000
3/3/2014,16.21,16,16.92,17.63,19.08,1.013100,0.945600,0.907500,0.838600
3/4/2014,13.22,14.1,15.69,16.82,18.42,0.937600,0.898700,0.838300,0.765500
3/5/2014,12.49,13.89,15.77,16.93,18.47,0.899200,0.880800,0.820400,0.752000
3/6/2014,13.08,14.21,15.83,16.99,18.57,0.920500,0.897700,0.836400,0.765200
3/7/2014,12.74,14.11,15.87,17.08,18.7,0.902900,0.889100,0.826100,0.754500
3/10/2014,13.14,14.2,15.97,17.05,18.62,0.925400,0.889200,0.832800,0.762600
3/11/2014,14.13,14.8,16.35,17.35,18.93,0.954700,0.905200,0.853000,0.781800
3/12/2014,13.85,14.47,16.08,17.19,18.81,0.957200,0.899900,0.841800,0.769300
3/13/2014,17.21,16.22,17.13,18.06,19.31,1.061000,0.946900,0.898100,0.840000
3/14/2014,20.64,17.82,17.93,18.6,19.7,1.158200,0.993900,0.958100,0.904600
3/17/2014,15.87,15.64,16.69,17.64,19.3,1.014700,0.937100,0.886600,0.810400
3/18/2014,14.23,14.52,16.15,17.28,18.78,0.980000,0.899100,0.840300,0.773200
3/19/2014,15,15.12,16.38,17.55,19.06,0.992100,0.923100,0.861500,0.793300
3/20/2014,14.22,14.52,15.86,17,18.55,0.979300,0.915500,0.854100,0.782700
3/21/2014,14.7,15,16.18,17.28,18.79,0.980000,0.927100,0.868100,0.798300
3/24/2014,15.3,15.09,16.1,17.27,18.73,1.013900,0.937300,0.873800,0.805700
3/25/2014,13.87,14.02,15.53,16.93,18.4,0.989300,0.902800,0.828100,0.762000
3/26/2014,15.56,14.93,16.08,17.35,18.77,1.042200,0.928500,0.860500,0.795400
3/27/2014,15.17,14.62,15.87,17.22,18.63,1.037600,0.921200,0.849000,0.784800
3/28/2014,14.41,14.41,15.46,16.89,18.41,1.000000,0.932100,0.853200,0.782700
3/31/2014,13.75,13.88,15.08,16.57,18.17,0.990600,0.920400,0.837700,0.763900
4/1/2014,12.29,13.1,14.4,16.07,17.87,0.938200,0.909700,0.815200,0.733100
4/2/2014,12.13,13.09,14.45,16.11,17.83,0.926700,0.905900,0.812500,0.734200
4/3/2014,12.53,13.37,14.5,16.13,17.75,0.937200,0.922100,0.828900,0.753200
4/4/2014,13.18,13.96,14.96,16.5,18.03,0.944100,0.933200,0.846100,0.774300
4/7/2014,16.08,15.57,15.9,17.18,18.58,1.032800,0.979200,0.906300,0.838000
4/8/2014,14.51,14.89,15.53,16.9,18.35,0.974500,0.958800,0.881100,0.811400
4/9/2014,12.69,13.82,14.83,16.36,17.9,0.918200,0.931900,0.844700,0.772100
4/10/2014,16.5,15.89,16.07,17.27,18.68,1.038400,0.988800,0.920100,0.850600
4/11/2014,17.64,17.03,16.79,17.69,19.12,1.035800,1.014300,0.962700,0.890700
4/14/2014,16,16.11,16.34,17.47,18.78,0.993200,0.985900,0.922200,0.857800
4/15/2014,15.03,15.61,15.99,17.22,18.61,0.962800,0.976200,0.906500,0.838800
4/16/2014,13.52,14.18,15.23,16.83,18.29,0.953500,0.931100,0.842500,0.775300
4/17/2014,11.68,13.36,14.84,16.62,18.31,0.874300,0.900300,0.803900,0.729700
4/21/2014,12.99,13.25,14.75,16.44,18.16,0.980400,0.898300,0.806000,0.729600
4/22/2014,12.51,13.19,14.61,16.29,18.06,0.948400,0.902800,0.809700,0.730300
4/23/2014,12.67,13.27,14.83,16.36,18.06,0.954800,0.894800,0.811100,0.734800
4/24/2014,13.27,13.32,14.77,16.32,18,0.996200,0.901800,0.816200,0.740000
4/25/2014,13.94,14.06,15.18,16.64,18.25,0.991500,0.926200,0.845000,0.770400
4/28/2014,14.08,13.97,14.93,16.45,18.04,1.007900,0.935700,0.849200,0.774400
4/29/2014,13.63,13.71,14.83,16.31,17.88,0.994200,0.924500,0.840600,0.766800
4/30/2014,12.73,13.41,14.7,16.17,17.79,0.949300,0.912200,0.829300,0.753800
5/1/2014,12.58,13.25,14.67,16.2,17.83,0.949400,0.903200,0.817900,0.743100
5/2/2014,11.23,12.91,14.68,16.38,17.95,0.869900,0.879400,0.788200,0.719200
5/5/2014,12.25,13.29,14.75,16.41,18.01,0.921700,0.901000,0.809900,0.737900
5/6/2014,13.19,13.8,15.12,16.62,18.08,0.955800,0.912700,0.830300,0.763300
5/7/2014,12.82,13.4,14.62,16.25,17.84,0.956700,0.916600,0.824600,0.751100
5/8/2014,12.51,13.43,14.58,16.16,17.81,0.931500,0.921100,0.831100,0.754100
5/9/2014,11.17,12.92,14.38,15.99,17.65,0.864600,0.898500,0.808000,0.732000
5/12/2014,11.2,12.23,13.88,15.64,17.38,0.915800,0.881100,0.782000,0.703700
5/13/2014,10.75,12.13,14.04,15.72,17.45,0.886200,0.864000,0.771600,0.695100
5/14/2014,11.16,12.17,14.18,15.93,17.75,0.917000,0.858300,0.764000,0.685600
5/15/2014,13.35,13.17,14.86,16.35,17.91,1.013700,0.886300,0.805500,0.735300
5/16/2014,11,12.44,14.33,15.93,17.57,0.884200,0.868100,0.780900,0.708000
5/19/2014,11.01,12.42,14.11,15.75,17.37,0.886500,0.880200,0.788600,0.715000
5/20/2014,12.21,12.96,14.41,15.83,17.39,0.942100,0.899400,0.818700,0.745300
5/21/2014,10.47,11.91,13.87,15.49,17.12,0.879100,0.858700,0.768900,0.695700
5/22/2014,10.27,12.03,13.83,15.54,17.22,0.853700,0.869800,0.774100,0.698600
5/23/2014,9.49,11.36,13.62,15.48,17.11,0.835400,0.834100,0.733900,0.663900
5/27/2014,10.65,11.51,13.64,15.44,17.16,0.925300,0.843800,0.745500,0.670700
5/28/2014,10.58,11.68,13.77,15.61,17.44,0.905800,0.848200,0.748200,0.669700
5/29/2014,10.31,11.57,13.71,15.65,17.49,0.891100,0.843900,0.739300,0.661500
5/30/2014,9.73,11.4,13.75,15.73,17.58,0.853500,0.829100,0.724700,0.648500
6/2/2014,10.47,11.58,13.88,15.79,17.8,0.904100,0.834300,0.733400,0.650600
6/3/2014,11.01,11.87,13.82,15.67,17.71,0.927500,0.858900,0.757500,0.670200
6/4/2014,11.59,12.08,13.77,15.59,17.53,0.959400,0.877300,0.774900,0.689100
6/5/2014,10.88,11.68,13.58,15.32,17.33,0.931500,0.860100,0.762400,0.674000
6/6/2014,9.25,10.73,12.83,14.76,16.9,0.862100,0.836300,0.727000,0.634900
6/9/2014,9.77,11.15,13.02,14.87,16.94,0.876200,0.856400,0.749800,0.658200
6/10/2014,9.52,10.99,13.01,14.97,16.98,0.866200,0.844700,0.734100,0.647200
6/11/2014,10.45,11.6,13.29,15.23,17.1,0.900900,0.872800,0.761700,0.678400
6/12/2014,11.99,12.56,14.11,15.75,17.56,0.954600,0.890100,0.797500,0.715300
6/13/2014,11.48,12.18,13.79,15.61,17.53,0.942500,0.883200,0.780300,0.694800
6/16/2014,12.54,12.65,13.97,15.74,17.64,0.991300,0.905500,0.803700,0.717100
6/17/2014,12.68,12.06,13.66,15.54,17.44,1.051400,0.882900,0.776100,0.691500
6/18/2014,10.55,10.61,12.62,14.83,16.98,0.994300,0.840700,0.715400,0.624900
6/19/2014,10.07,10.62,12.7,14.7,16.91,0.948200,0.836200,0.722400,0.628000
6/20/2014,10.33,10.85,12.87,14.82,17.09,0.952100,0.843000,0.732100,0.634900
6/23/2014,10.27,10.98,12.92,14.9,17.2,0.935300,0.849800,0.736900,0.638400
6/24/2014,12.01,12.13,13.38,15.19,17.58,0.990100,0.906600,0.798600,0.690000
6/25/2014,11.11,11.59,13.11,14.92,17.36,0.958600,0.884100,0.776800,0.667600
6/26/2014,11.26,11.63,13.07,14.9,17.22,0.968200,0.889800,0.780500,0.675400
6/27/2014,10.65,11.26,12.82,14.78,17.15,0.945800,0.878300,0.761800,0.656600
6/30/2014,11.17,11.57,13.01,14.74,17.16,0.965400,0.889300,0.784900,0.674200
7/1/2014,10.05,11.15,12.74,14.51,17.07,0.901300,0.875200,0.768400,0.653200
7/2/2014,9.42,10.82,12.49,14.25,16.8,0.870600,0.866300,0.759300,0.644000
7/3/2014,8.54,10.32,12.24,14.04,16.57,0.827500,0.843100,0.735000,0.622800
7/7/2014,10.47,11.33,12.87,14.5,16.94,0.924100,0.880300,0.781400,0.668800
7/8/2014,11.64,11.98,13.21,14.8,17.14,0.971600,0.906900,0.809500,0.698900
7/9/2014,10.48,11.65,12.99,14.63,16.98,0.899600,0.896800,0.796300,0.686100
7/10/2014,12.08,12.59,13.65,15.14,17.28,0.959500,0.922300,0.831600,0.728600
7/11/2014,11.15,12.08,13.28,14.83,17.13,0.923000,0.909600,0.814600,0.705200
7/14/2014,10.62,11.82,12.93,14.51,16.89,0.898500,0.914200,0.814600,0.699800
7/15/2014,11.08,11.96,13.16,14.67,17.06,0.926400,0.908800,0.815300,0.701100
7/16/2014,10.26,11,12.63,14.37,16.8,0.932700,0.870900,0.765500,0.654800
7/17/2014,16.23,14.54,14.97,15.53,18.17,1.116200,0.971300,0.936300,0.800200
7/18/2014,12.05,12.06,13.36,14.72,17.12,0.999200,0.902700,0.819300,0.704400
7/21/2014,12.95,12.81,13.8,15,17.38,1.010900,0.928300,0.854000,0.737100
7/22/2014,11.54,12.24,13.5,14.78,17.49,0.942800,0.906700,0.828100,0.699800
7/23/2014,10.83,11.52,13.38,14.82,17.29,0.940100,0.861000,0.777300,0.666300
7/24/2014,10.88,11.84,13.45,14.97,17.49,0.918900,0.880300,0.790900,0.677000
7/25/2014,11.84,12.69,14,15.38,17.72,0.933000,0.906400,0.825100,0.716100
7/28/2014,12.02,12.56,13.92,15.34,17.74,0.957000,0.902300,0.818800,0.708000
7/29/2014,13.47,13.28,14.22,15.64,17.93,1.014300,0.933900,0.849100,0.740700
7/30/2014,13.29,13.33,14.26,15.57,17.84,0.997000,0.934800,0.856100,0.747200
7/31/2014,19.59,16.95,16.38,17.1,18.95,1.155800,1.034800,0.991200,0.894500
8/1/2014,19.01,17.03,16.78,17.5,19.38,1.116300,1.014900,0.973100,0.878700
8/4/2014,14.87,15.12,15.81,16.88,18.86,0.983500,0.956400,0.895700,0.801700
8/5/2014,17.18,16.87,17.14,18.01,19.71,1.018400,0.984200,0.936700,0.855900
8/6/2014,16.25,16.37,16.93,17.92,19.86,0.992700,0.966900,0.913500,0.824300
8/7/2014,16.76,16.66,17.22,18.13,20.17,1.006000,0.967500,0.918900,0.826000
8/8/2014,15.39,15.77,16.69,17.66,19.4,0.975900,0.944900,0.893000,0.812900
8/11/2014,14.84,14.23,15.76,17.12,18.92,1.042900,0.902900,0.831200,0.752100
8/12/2014,14.49,14.13,15.7,17.15,18.94,1.025500,0.900000,0.823900,0.746000
8/13/2014,12.63,12.9,14.85,16.53,18.56,0.979100,0.868700,0.780400,0.695000
8/14/2014,12.29,12.42,14.43,16.11,18.36,0.989500,0.860700,0.770900,0.676500
8/15/2014,14.34,13.15,14.42,16.22,18.32,1.090500,0.911900,0.810700,0.717800
8/18/2014,12.07,12.32,13.91,15.64,17.91,0.979700,0.885700,0.787700,0.687900
8/19/2014,11,12.21,13.79,15.61,17.85,0.900900,0.885400,0.782200,0.684000
8/20/2014,10.8,11.78,13.76,15.59,17.78,0.916800,0.856100,0.755600,0.662500
8/21/2014,10.94,11.76,13.53,15.5,17.67,0.930300,0.869200,0.758700,0.665500
8/22/2014,10.08,11.47,13.51,15.49,17.7,0.878800,0.849000,0.740500,0.648000
8/25/2014,10.42,11.7,13.57,15.33,17.62,0.890600,0.862200,0.763200,0.664000
8/26/2014,10.14,11.63,13.71,15.61,17.7,0.871900,0.848300,0.745000,0.657100
8/27/2014,9.89,11.78,13.92,15.68,17.96,0.839600,0.846300,0.751300,0.655900
8/28/2014,10.34,12.05,14.13,15.91,18.1,0.858100,0.852800,0.757400,0.665700
8/29/2014,10,11.98,14.27,15.99,18.11,0.834700,0.839500,0.749200,0.661500
9/2/2014,10.32,12.25,14.46,16.12,18.13,0.842400,0.847200,0.759900,0.675700
9/3/2014,10.83,12.36,14.39,16.08,18.04,0.876200,0.858900,0.768700,0.685100
9/4/2014,11.8,12.64,14.54,16.16,18.33,0.933500,0.869300,0.782200,0.689600
9/5/2014,10.27,12.09,14.08,15.88,17.9,0.849500,0.858700,0.761300,0.675400
9/8/2014,12.05,12.66,14.39,16.18,18.16,0.951800,0.879800,0.782400,0.697100
9/9/2014,13.33,13.5,14.84,16.35,18.46,0.987400,0.909700,0.825700,0.731300
9/10/2014,12.74,12.88,14.63,16.28,18.33,0.989100,0.880400,0.791200,0.702700
9/11/2014,12.07,12.8,14.68,16.26,18.3,0.943000,0.871900,0.787200,0.699500
9/12/2014,13.28,13.31,15.04,16.52,18.45,0.997700,0.885000,0.805700,0.721400
9/15/2014,15.27,14.12,15.58,16.88,18.69,1.081400,0.906300,0.836500,0.755500
9/16/2014,13.21,12.73,14.85,16.35,18.36,1.037700,0.857200,0.778600,0.693400
9/17/2014,11.81,12.65,14.62,16.18,18.22,0.933600,0.865300,0.781800,0.694300
9/18/2014,11.05,12.03,14.23,15.98,18.06,0.918500,0.845400,0.752800,0.666100
9/19/2014,10.41,12.11,14.38,16.08,18.15,0.859600,0.842100,0.753100,0.667200
9/22/2014,13.46,13.69,15.26,16.88,18.6,0.983200,0.897100,0.811000,0.736000
9/23/2014,15.6,14.93,16.07,17.31,18.93,1.044900,0.929100,0.862500,0.788700
9/24/2014,12.89,13.27,15.22,16.74,18.48,0.971400,0.871900,0.792700,0.718100
9/25/2014,15.94,15.64,16.59,17.7,19.2,1.019200,0.942700,0.883600,0.814600
9/26/2014,15.04,14.85,16.02,17.45,19,1.012800,0.927000,0.851000,0.781600
9/29/2014,16.11,15.98,16.82,18.01,19.55,1.008100,0.950100,0.887300,0.817400
9/30/2014,16.76,16.31,17.08,18.3,19.59,1.027600,0.954900,0.891300,0.832600
10/1/2014,16.72,16.71,17.62,18.72,19.99,1.000600,0.948400,0.892600,0.835900
10/2/2014,15.93,16.16,17.24,18.44,19.93,0.985800,0.937400,0.876400,0.810800
10/3/2014,13.86,14.55,16.04,17.64,19.21,0.952600,0.907100,0.824800,0.757400
10/6/2014,15.31,15.46,16.55,17.9,19.4,0.990300,0.934100,0.863700,0.796900
10/7/2014,16.9,17.2,17.68,18.73,20.22,0.982600,0.972900,0.918300,0.850600
10/8/2014,14.59,15.11,16.28,17.74,19.38,0.965600,0.928100,0.851700,0.779700
10/9/2014,21.62,18.76,18.09,19.11,21.62,1.152500,1.037000,0.981700,0.867700
10/10/2014,21.95,21.24,19.93,20.56,24.74,1.033400,1.065700,1.033100,0.858500
10/13/2014,27.22,24.64,22.12,22.32,23.43,1.104700,1.113900,1.103900,1.051600
10/14/2014,24.61,22.79,21.37,21.66,22.45,1.079900,1.066400,1.052200,1.015100
10/15/2014,31.12,26.25,23.82,23.53,24.7,1.185500,1.102000,1.115600,1.062800
10/16/2014,30.48,25.2,22.85,22.96,23.33,1.209500,1.102800,1.097600,1.080200
